Developer,Genre,Total_Global_Sales
Genki,Fighting,0.07
Gameloft,Action,0.07
Enterbrain,Fighting,0.07
Climax Group,Puzzle,0.07
Black Lantern Studios,Strategy,0.07
Irem,Strategy,0.07
Best Way,Strategy,0.07
Other Ocean Interactive,Adventure,0.07
Monolith Soft,Action,0.07
Big Ant Studios,Action,0.07
Attractive Games,Simulation,0.07
S-Neo,Strategy,0.07
Neko Entertainment,Action,0.07
Runic Games,Role-Playing,0.07
Neopica,Action,0.07
Taito Corporation,Action,0.07
Full Fat,Sports,0.07
Yoostar Entertainment Group,Misc,0.07
Synetic,Racing,0.07
DreamRift,Platform,0.06
Platinum Egg,Role-Playing,0.06
"Dimps Corporation, Dream Execution",Simulation,0.06
Bec,Shooter,0.06
Amble,Role-Playing,0.06
David A. Palmer Productions,Racing,0.06
Arkedo Studio,Shooter,0.06
Monte Cristo Multimedia,Simulation,0.06
CokeM Interactive,Racing,0.06
G-Artists,Role-Playing,0.06
Bullets,Puzzle,0.06
Paon Corporation,Action,0.06
Kuju Entertainment,Simulation,0.06
"Majesco Games, Majesco",Platform,0.06
"Activision, Behaviour Interactive",Action,0.06
Design Factory,Adventure,0.06
SCEI,Misc,0.06
VSTEP,Simulation,0.06
Tommo,Shooter,0.06
WinkySoft,Role-Playing,0.06
Conspiracy Entertainment,Adventure,0.06
Mystic Software,Role-Playing,0.06
Destination Software,Puzzle,0.06
"Orbital Media, Inc.",Action,0.06
Radius9,Puzzle,0.06
Marvelous Inc.,Role-Playing,0.06
Artefacts Studio,Adventure,0.06
Zoonami Ltd.,Puzzle,0.06
Runecraft,Puzzle,0.06
People Can Fly,Shooter,0.06
THQ,Strategy,0.06
From Software,Adventure,0.06
Psyonix,Shooter,0.06
Ubisoft Quebec,Shooter,0.06
Firehazard Studio,Action,0.06
Snapdragon,Simulation,0.06
Ubisoft Paris,Racing,0.06
Spike,Action,0.06
Midas Interactive Entertainment,Sports,0.06
M2,Shooter,0.06
Cave Barn,Action,0.06
Creat Studios,Shooter,0.06
Funcom,Adventure,0.06
Ninja Studio,Role-Playing,0.06
Farmind Ltd,Misc,0.06
2K Sports,Misc,0.06
Brainbox Games,Shooter,0.06
Irem,Fighting,0.06
Hitmaker,Strategy,0.06
MBA International,Simulation,0.06
City Interactive,Misc,0.06
EA Japan Studio,Simulation,0.06
"Humongous Entertainment, Mistic Software",Adventure,0.06
Opera House,Shooter,0.06
Compile Heart,Puzzle,0.06
Headfirst Productions,Adventure,0.06
CiRCLE,Shooter,0.06
Sonic Powered,Role-Playing,0.06
Runtime,Role-Playing,0.06
"IronNos Co.,Ltd.",Role-Playing,0.06
Starfish SD,Action,0.06
Valhalla Game Studios,Action,0.06
Tecmo,Platform,0.06
"Rebellion, Neversoft Entertainment",Action,0.06
DiP Interactive,Simulation,0.06
Tecmo,Misc,0.06
Gust,Action,0.06
Artdink,Simulation,0.06
Big John Games,Simulation,0.06
"505 Games, Sarbakan Inc.",Platform,0.06
Kadokawa,Adventure,0.06
"Treyarch, Infinity Ward",Shooter,0.06
Silver Wish Games,Simulation,0.06
Anino Entertainment,Puzzle,0.06
Big Fish Games,Puzzle,0.06
SingleTrac,Action,0.06
Nitro+,Adventure,0.06
"Orbital Media, Inc.",Racing,0.06
Powerhead Games,Action,0.06
Activision Value,Strategy,0.06
Twelve Games,Platform,0.06
Simon & Schuster,Shooter,0.06
Aquria,Role-Playing,0.06
Gammick Entertainment,Strategy,0.06
Mikoishi,Puzzle,0.06
"Left Field Productions, Zoo Games",Racing,0.06
Iron Lore Entertainment,Role-Playing,0.06
BudCat,Simulation,0.06
Sensory Sweep,Adventure,0.06
Nitro Games,Strategy,0.05
Rising Star Games,Misc,0.05
WayForward,Role-Playing,0.05
Cyanide,Racing,0.05
Icon Games,Strategy,0.05
Data Design Interactive,Puzzle,0.05
Iron Galaxy Studios,Adventure,0.05
"Eidos Interactive, Tantalus Interactive",Simulation,0.05
Digital Anvil,Simulation,0.05
Studio Archcraft,Role-Playing,0.05
Cave,Sports,0.05
Arkane Studios,Role-Playing,0.05
Full-Fat,Fighting,0.05
"Scholastic, Inc.",Misc,0.05
Cranberry Production,Adventure,0.05
Suzak,Role-Playing,0.05
Halfbrick Studios,Action,0.05
Lost Toys,Shooter,0.05
Cranky Pants Games,Role-Playing,0.05
Codo Games,Strategy,0.05
Koei/Inis,Misc,0.05
Now Production,Adventure,0.05
Neon Studios,Action,0.05
Bullfrog Productions,Action,0.05
Atomic Planet Entertainment,Sports,0.05
Carapace,Sports,0.05
Gameloft,Platform,0.05
Renegade Kid,Adventure,0.05
Amusement Vision,Sports,0.05
Impressions Games,Strategy,0.05
Avanquest Software,Puzzle,0.05
SouthPeak Games,Sports,0.05
SkyRiver Studios,Adventure,0.05
Engine Software,Misc,0.05
Crawfish Interactive,Shooter,0.05
Lexis Numerique,Action,0.05
Game Freak,Platform,0.05
Ignition Entertainment,Misc,0.05
Vanilla Ware,Strategy,0.05
Hyper-Devbox,Shooter,0.05
Fluid Studios,Strategy,0.05
Slitherine,Strategy,0.05
Arc System Works,Misc,0.05
"Buka Entertainment, Targem Games",Shooter,0.05
Cowboy Rodeo,Simulation,0.05
Blast! Entertainment Ltd,Adventure,0.05
Noise Factory,Action,0.05
LDW,Simulation,0.05
Tigon,Action,0.05
Team 17,Racing,0.05
Rising Star Games,Platform,0.05
Iridon Interactive AB,Puzzle,0.05
Avit-Niigata,Sports,0.05
XS Games,Misc,0.05
Game Sauce,Puzzle,0.05
Sega AM2,Racing,0.05
Navarre Corp,Adventure,0.05
Smart Bomb Interactive,Adventure,0.05
Icon Games,Sports,0.05
Broadsword Interactive,Misc,0.05
Mass Media,Racing,0.05
Just For Fun,Sports,0.05
Black Sea Studios,Strategy,0.05
Red Wagon Games,Sports,0.05
Monkey Bar Games,Sports,0.05
Imagineer,Role-Playing,0.05
Bright Future GmbH,Sports,0.05
Neverland,Misc,0.05
"Next Level Games, Nintendo",Action,0.05
Destineer,Racing,0.05
Otomate,Action,0.05
Konami Software Shanghai,Role-Playing,0.05
"1C, Ino-Co, 1C Company",Simulation,0.05
Max Five,Role-Playing,0.05
Empire Oxford,Action,0.05
Shift,Puzzle,0.05
Raylight Studios,Simulation,0.05
"THQ, 1C, 1C Company",Strategy,0.05
KUNST-STOFF,Racing,0.05
Natsume,Platform,0.05
EKO Software,Platform,0.05
UGA,Shooter,0.05
Fresh 3D,Sports,0.05
"Taito Corporation, 505 Games",Misc,0.05
Braingame,Simulation,0.05
O-Games,Misc,0.05
Ubisoft Porto Alegre,Simulation,0.05
SmartDog,Racing,0.05
Artech Studios,Shooter,0.05
One Man Band,Misc,0.05
Liquid Dragon Studios,Sports,0.05
Flying Tiger Development,Shooter,0.05
Stainless Steel Studios,Strategy,0.05
Hothouse Creations,Action,0.05
EnjoyUp Games,Shooter,0.04
Killaware,Adventure,0.04
Kojima Productions,Misc,0.04
"Namco Bandai Games America, Namco Bandai Games",Sports,0.04
"Alchemist, Inti Creates",Action,0.04
InLight Entertainment,Adventure,0.04
Dovetail Games,Simulation,0.04
Hoget,Puzzle,0.04
Gameloft,Shooter,0.04
SystemSoft,Strategy,0.04
Snap Dragon Games,Platform,0.04
InterActive Vision Games,Simulation,0.04
Kemco,Puzzle,0.04
Kalypso,Strategy,0.04
7Raven Studios,Puzzle,0.04
"Frozenbyte, Inc.",Platform,0.04
Iridon Interactive AB,Misc,0.04
"Fusionsphere Systems, Animation Arts",Adventure,0.04
Marvelous Entertainment,Puzzle,0.04
Koei Tecmo Games,Strategy,0.04
1C:Ino-Co,Strategy,0.04
Team 17,Action,0.04
Mistic Software,Platform,0.04
System 3,Racing,0.04
Full-Fat,Platform,0.04
M4 Limited,Platform,0.04
"Alawar Entertainment, Inc, Alawar Entertainment",Strategy,0.04
Atlus Co.,Action,0.04
Vingt-et-un Systems,Strategy,0.04
Irem,Role-Playing,0.04
System Prisma,Role-Playing,0.04
Panic Button,Shooter,0.04
Empire Interactive,Racing,0.04
"Examu, Marvelous Inc.",Fighting,0.04
Blue 52,Action,0.04
Novarama,Misc,0.04
"Reloaded Productions, Reloaded Games Inc.",Role-Playing,0.04
NoWay Studio,Shooter,0.04
FrontLine Studios,Misc,0.04
"Atari, Slightly Mad Studios, Atari SA",Racing,0.04
Amaze Entertainment,Misc,0.04
Bits Studios,Misc,0.04
DC Studios,Strategy,0.04
Ivolgamus,Puzzle,0.04
Mentor Interactive,Misc,0.04
Virtucraft,Sports,0.04
Shin'en,Action,0.04
Opus,Action,0.04
Easy Interactive,Misc,0.04
Idea Factory,Strategy,0.04
Rising Star Games,Action,0.04
Ubisoft Osaka,Action,0.04
Autumn Moon,Adventure,0.04
Bandai Namco Games,Misc,0.04
Naps Team,Shooter,0.04
Urban Games,Simulation,0.04
Cyanide,Role-Playing,0.04
Deep Silver,Strategy,0.04
3G Studios,Shooter,0.04
"Neon Studios, Kaiko",Action,0.04
Nival Interactive,Strategy,0.04
PQube,Sports,0.04
Collision Studios,Misc,0.04
Tate Interactive,Platform,0.04
Paprikari,Puzzle,0.04
K2 LLC,Adventure,0.04
G.Rev,Fighting,0.04
"Introversion, Double Eleven",Action,0.04
F84 Games,Action,0.04
Gaia (Sony),Role-Playing,0.04
Sabarasa Entertainment,Role-Playing,0.04
Vanpool,Misc,0.04
Creations,Action,0.04
Lionhead Studios,Simulation,0.04
System 3,Sports,0.04
Gameloft,Sports,0.04
Delta Factory,Fighting,0.04
Nightlight Studios,Shooter,0.04
Microids,Sports,0.04
Tilted Mill,Strategy,0.04
Fusionsphere Systems,Adventure,0.04
Avalon Style,Racing,0.04
"Capcom, QLOC",Shooter,0.04
Gravity-I,Misc,0.04
Treasure,Role-Playing,0.04
2D Boy,Puzzle,0.04
Griptonite Games,Sports,0.04
"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",Action,0.04
Ascaron Entertainment GmbH,Strategy,0.04
Digital Eclipse,Shooter,0.04
KCEA,Sports,0.04
Gaslamp Games,Strategy,0.04
Hellbent Games,Action,0.04
Arkane Studios,Shooter,0.03
Magic Pockets,Platform,0.03
Bohemia Interactive,Simulation,0.03
Celeris,Sports,0.03
BudCat,Action,0.03
Team6 Game Studios,Action,0.03
Big Time Software,Strategy,0.03
Storm City Games,Adventure,0.03
Zuxxez,Adventure,0.03
Spike,Sports,0.03
Ravenscourt,Puzzle,0.03
ChunSoft,Adventure,0.03
"Number None Inc., Knockout Games",Platform,0.03
Headup Games,Adventure,0.03
3G Studios,Misc,0.03
Super Empire,Platform,0.03
Tragnarion Studios,Puzzle,0.03
Naps Team,Action,0.03
Most Wanted Entertainment,Simulation,0.03
Mobius Entertainment,Shooter,0.03
Headlock,Adventure,0.03
"Edmund McMillen, Florian Himsl",Action,0.03
Farsight Studios,Action,0.03
Tiwak,Platform,0.03
Stainless Games,Action,0.03
LSP,Action,0.03
Opus,Puzzle,0.03
Irem,Puzzle,0.03
Ascaron Entertainment GmbH,Simulation,0.03
Raylight Studios,Racing,0.03
EC Interactive Games,Misc,0.03
"1C, 1C Company",Simulation,0.03
Broadsword Interactive,Action,0.03
Confounding Factor,Action,0.03
DSI Games,Puzzle,0.03
GSC Game World,Strategy,0.03
4J Studios,Racing,0.03
Studio Saizensen,Platform,0.03
Magicpot,Puzzle,0.03
"Machineworks Northwest, WXP",Shooter,0.03
Natsume,Shooter,0.03
NEC Interchannel,Strategy,0.03
Cyber Planet,Simulation,0.03
SkyRiver Studios,Action,0.03
Planet Interactive,Action,0.03
BattleGoat Studios,Strategy,0.03
"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games",Puzzle,0.03
Croteam,Puzzle,0.03
"Big Blue Bubble Inc., Breakthrough New Media",Puzzle,0.03
Visual Impact,Misc,0.03
"Viva Media, Viva Media, LLC",Simulation,0.03
Iron Galaxy Studios,Fighting,0.03
"Engine Software, Re-Logic",Action,0.03
"Volition Inc., Reactor Zero",Shooter,0.03
LSP,Platform,0.03
Eagle Dynamics,Simulation,0.03
Mobius Entertainment,Racing,0.03
DreamFactory,Role-Playing,0.03
"PM Studios Inc., Pentavision Entertainment",Misc,0.03
Nordic Games Publishing,Action,0.03
Targem Games,Misc,0.03
Sandlot Games,Puzzle,0.03
Playrix Entertainment,Action,0.03
Arrowhead Game Studios,Role-Playing,0.03
"Eidos Montreal, Nixxes Software",Role-Playing,0.03
Babylon Software,Racing,0.03
Full Fat,Racing,0.03
Magic Pockets,Role-Playing,0.03
Nobilis,Adventure,0.03
Gas Powered Games,Role-Playing,0.03
Magnin & Associates,Misc,0.03
Glyphic Entertainment,Platform,0.03
Oxygen Interactive,Action,0.03
Capcom,Sports,0.03
Atomic Planet Entertainment,Strategy,0.03
DreamCatcher Interactive,Role-Playing,0.03
Deep Silver,Adventure,0.03
"Viva Media, Viva Media, LLC",Puzzle,0.03
Tomy Corporation,Misc,0.03
"Frontier Developments, Various",Strategy,0.03
Cranky Pants Games,Shooter,0.03
Yuke's,Racing,0.03
ZigZagIsland,Sports,0.03
Mastertronic,Adventure,0.03
Crea-Tech,Role-Playing,0.03
zSlide,Puzzle,0.03
"Taito Corporation, 505 Games",Action,0.03
Will,Misc,0.03
Voxler,Action,0.03
Coresoft,Puzzle,0.03
Paradox Interactive,Adventure,0.03
Panther Software,Role-Playing,0.03
FrontLine Studios,Sports,0.03
Titus Software,Platform,0.03
"Gameinvest, Seed Studios, Lda",Simulation,0.03
Zen Studios,Simulation,0.03
Two Tribes,Platform,0.03
Oberon Media,Adventure,0.03
Ice-Pick Lodge,Adventure,0.03
Virtual Toys,Action,0.03
Raylight Studios,Shooter,0.03
Artificial Mind and Movement,Role-Playing,0.03
MumboJumbo,Racing,0.03
Nitro Games,Misc,0.03
Opus Studio,Role-Playing,0.03
Longtail Studios,Simulation,0.03
Prograph,Sports,0.03
Cyanide,Strategy,0.03
PopCap,Misc,0.03
Enlight Software,Strategy,0.03
Still Alive Studios,Simulation,0.03
Sonnori,Role-Playing,0.03
Storm City Games,Racing,0.03
Now Production,Shooter,0.03
Asobo Studio,Shooter,0.03
ValuSoft,Shooter,0.02
"Mediascape, CUBETYPE",Shooter,0.02
Clockwork Games,Platform,0.02
SEK Ost,Strategy,0.02
UFO Interactive,Sports,0.02
Playstos Entertainment,Platform,0.02
Climax Entertainment,Platform,0.02
Rainbow S.p.A.,Adventure,0.02
Zoo Digital Publishing,Puzzle,0.02
"Capcom, QLOC",Fighting,0.02
JoWooD Entertainment AG,Strategy,0.02
ChaYoWo Games,Puzzle,0.02
Destination Software,Sports,0.02
Titus Software,Shooter,0.02
Mindware Studios,Shooter,0.02
Funbox Media,Shooter,0.02
ApolloSoft,Role-Playing,0.02
505 Games,Puzzle,0.02
Shin'en,Platform,0.02
Various,Shooter,0.02
WideScreen Games,Adventure,0.02
Trendy Entertainment,Role-Playing,0.02
King of the Jungle,Racing,0.02
Strawdog Studios,Puzzle,0.02
Tranji,Action,0.02
Artdink,Strategy,0.02
Ancient,Role-Playing,0.02
"Edge Entertainment, Anima Project",Action,0.02
Boomzap,Action,0.02
"The Digital Lounge, Dino Dini",Sports,0.02
Criterion Games,Fighting,0.02
PAWS,Action,0.02
Success,Strategy,0.02
Spellbound,Racing,0.02
"Telegames, Inc.",Puzzle,0.02
Jaleco Entertainment,Racing,0.02
NATSUME ATARI Inc.,Adventure,0.02
Bandai,Shooter,0.02
Turbine Inc.,Role-Playing,0.02
1st Playable Productions,Action,0.02
MileStone Inc.,Strategy,0.02
Arkedo Studio,Puzzle,0.02
Arika,Misc,0.02
Touchdown Entertainment,Shooter,0.02
SkyRiver Studios,Simulation,0.02
Other Ocean Interactive,Sports,0.02
Magenta Software,Action,0.02
"UFO Interactive, CyberPlanet Interactive Public Co., Ltd.",Shooter,0.02
Gameness Art Software,Fighting,0.02
Master Creating,Role-Playing,0.02
Flagship Studios,Role-Playing,0.02
Ascaron Entertainment GmbH,Role-Playing,0.02
Enigma Software Productions,Strategy,0.02
Dracue,Shooter,0.02
Deep Red,Strategy,0.02
Ino-Co,Strategy,0.02
Gorilla Systems,Misc,0.02
Marvelous Entertainment,Platform,0.02
Cryptic Studios,Role-Playing,0.02
Tose Software,Shooter,0.02
Artefacts Studio,Racing,0.02
GameCo,Adventure,0.02
Engine Software,Sports,0.02
Various,Role-Playing,0.02
EA Mythic,Role-Playing,0.02
AI,Platform,0.02
White Birds Productions,Adventure,0.02
Saffire,Shooter,0.02
Namco Bandai Games America,Shooter,0.02
Logris Games,Action,0.02
Phenomedia,Shooter,0.02
Boxed Dream,Action,0.02
"Headup Games, Crenetic Studios",Strategy,0.02
Agetec,Puzzle,0.02
FAKT Software,Puzzle,0.02
Flying Lab Software,Role-Playing,0.02
Alternative Software,Action,0.02
Warthog,Puzzle,0.02
InterServ International,Fighting,0.02
Tornado Studios,Racing,0.02
Paradox Interactive,Strategy,0.02
Farsight Technologies,Sports,0.02
Coresoft,Action,0.02
"CyberPlanet Interactive Public Co., Ltd.",Misc,0.02
"Climax Group, Climax Studios",Simulation,0.02
Jack of All Games,Platform,0.02
Playstos Entertainment,Racing,0.02
Racjin,Sports,0.02
Infogrames,Strategy,0.02
Wargaming.net,Strategy,0.02
Blast! Entertainment Ltd,Sports,0.02
"Unigine Corp, Russia",Strategy,0.02
Virtual Play Inc.,Sports,0.02
"Vicious Cycle, Infinite Interactive",Puzzle,0.02
Lead Pursuit,Simulation,0.02
Melesta,Strategy,0.02
Glyphic Entertainment,Simulation,0.02
Konami Computer Entertainment Hawaii,Shooter,0.02
UFO Interactive,Action,0.02
Kat Games,Adventure,0.02
Easy Interactive,Puzzle,0.02
Titus Software,Strategy,0.02
Tilted Mill,Simulation,0.02
Metia Interactive,Puzzle,0.02
Paradox Interactive,Simulation,0.02
Kemco,Racing,0.02
Akella,Strategy,0.02
oeFun,Puzzle,0.02
Minds-Eye Productions,Strategy,0.02
The Tangentlemen,Adventure,0.02
Small Rockets,Sports,0.02
Hokus Pokus,Sports,0.02
Easy Interactive,Adventure,0.02
Jack of All Games,Shooter,0.02
"Atari, Atari SA",Platform,0.02
Spellbound,Simulation,0.02
Storm City Games,Strategy,0.02
"Punchline, Shirogumi",Action,0.02
Alpha Unit,Role-Playing,0.02
Mana Comp. Soft.,Shooter,0.02
Red 5 Software,Role-Playing,0.02
Squashy Software,Shooter,0.02
"Atomic Planet Entertainment, Mud Duck Productions",Sports,0.02
"United Coders, Wizardry Engineering",Platform,0.02
Strangelite,Shooter,0.02
System 3,Puzzle,0.02
Torus Games,Shooter,0.02
Beluga Computer,Simulation,0.02
Nvizzio Creations,Simulation,0.02
Multimedia Intelligence Transfer,Role-Playing,0.02
Epic Games,Action,0.02
Nikitova Games,Adventure,0.02
Pterodon,Shooter,0.02
Team 17,Shooter,0.02
"Sanuk Software Co., Ltd., Sanuk Games",Platform,0.02
Elixir Studios,Strategy,0.02
"Yuke's, Yuke's Company of America",Puzzle,0.02
The Odd Gentlemen,Adventure,0.02
Big Blue Bubble Inc.,Strategy,0.02
Infogrames Sheffield,Strategy,0.02
Activision Value,Shooter,0.01
React Games,Action,0.01
"High Moon Studios, Mercenary Technologies",Action,0.01
Gearbox Software,Strategy,0.01
Full-Fat,Racing,0.01
dtp Young Entertainment AG,Simulation,0.01
Neopica,Misc,0.01
Coffee Stain Studios,Simulation,0.01
Societe Pollene,Adventure,0.01
"1C, Various, 1C Company",Strategy,0.01
"DMA Design, Rockstar North",Action,0.01
Various,Action,0.01
Kalypso,Role-Playing,0.01
Game Arts,Action,0.01
"Frozenbyte, Inc.",Action,0.01
Big Red Software,Strategy,0.01
Next Wave Team,Puzzle,0.01
Blue Tea Games,Puzzle,0.01
Fluid Studios,Action,0.01
LSP,Shooter,0.01
Spike,Simulation,0.01
Papyrus,Racing,0.01
Black Lantern Studios,Puzzle,0.01
"Infinite Dreams, Paragon 5",Racing,0.01
TDK Mediactive,Action,0.01
"Battlefront.com, 1C, 1C Company",Strategy,0.01
Headgate,Sports,0.01
SCEI,Strategy,0.01
Compulsion Games,Platform,0.01
Interchannel-Holon,Puzzle,0.01
777 Studios,Simulation,0.01
Alpha Unit,Sports,0.01
TML-Studios,Simulation,0.01
Inferno Games,Sports,0.01
Pronto Games,Sports,0.01
KING Art,Strategy,0.01
Genki,Action,0.01
Barnhouse Effect,Role-Playing,0.01
Delphine Software International,Racing,0.01
Marvelous Entertainment,Shooter,0.01
Katauri Interactive,Role-Playing,0.01
4J Studios,Platform,0.01
Atari,Shooter,0.01
Empty Clip Studios,Puzzle,0.01
HotGen,Puzzle,0.01
SCi,Racing,0.01
Triple Eh? Ltd,Puzzle,0.01
"Camouflaj, LLC",Action,0.01
Atomic Games,Shooter,0.01
EA Phenomic,Strategy,0.01
SimBin,Strategy,0.01
Magellan Interactive,Misc,0.01
Aspyr,Action,0.01
Backbone Emeryville,Misc,0.01
"Bigben Interactive, Red Wagon Games",Racing,0.01
Global Star Software,Misc,0.01
Pronto Games,Racing,0.01
Ion Storm,Role-Playing,0.01
"Spidersoft, Spiders",Role-Playing,0.01
"Interworks Unlimited, Inc.",Sports,0.01
KCEJ,Fighting,0.01
Success,Simulation,0.01
Happy Happening,Action,0.01
Lucky Chicken,Action,0.01
"Tecmo, Graphic Research",Simulation,0.01
Black Bean Games,Racing,0.01
Subterranean Games,Strategy,0.01
Magellan Interactive,Sports,0.01
Boston Animation,Adventure,0.01
Sony Interactive Entertainment,Shooter,0.01
Marvelous Inc.,Fighting,0.01
Banpresto,Role-Playing,0.01
